Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
loner_2,SLOSH 08 working,,,32_f,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
loner_3,SLOSH 10 working,,,29_l,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
loner_4,SLOSH 12 working,,,30_l,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
enthusia_1,SLOSH 06 working,,,A25_q,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",53
enthusia_3,SLOSH 10 working,,,29_m,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",53
enthusia_4,SLOSH 12 working,,,30_m,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",53
informed_1,SLOSH 06 working,,,A25_r,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Informerad ( = kunnig, besitter relevant information)",53
informed_2,SLOSH 08 working,,,32_g,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Informerad ( = kunnig, besitter relevant information)",53
motiarou_1,SLOSH 06 working,,,A25_s,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",53
motiarou_3,SLOSH 10 working,,,29_n,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",53
motiarou_4,SLOSH 12 working,,,30_n,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",53
communic_1,SLOSH 06 working,,,A25_t,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
communic_2,SLOSH 08 working,,,32_h,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
communic_3,SLOSH 10 working,,,29_o,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
communic_4,SLOSH 12 working,,,30_o,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",53
deciorga_1,SLOSH 06 working,,,A26_a,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
deciorga_2,SLOSH 08 working,,1.0,34_a,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
deciorga_2,SLOSH 08 non-working,,1.0,34_a,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
deciwork_1,SLOSH 06 working,,,A26_b,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
deciwork_2,SLOSH 08 working,,1.0,34_b,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
deciwork_2,SLOSH 08 non-working,,1.0,34_b,I vilken grad är du delaktig i beslutsfattande inom din organisation?,54
aimorga_1,SLOSH 06 working,,,A27_a,I vilken grad styrs det du gör i ditt arbete av organisationens mål och delmål?,55
belongin_1,SLOSH 06 working,,,A27_b,I vilken grad känner du att du har tillhörighet till din arbetsplats?,55
belongin_2,SLOSH 08 working,,,20_a,I vilken grad känner du att du har tillhörighet till din arbetsplats?,55
valueown_1,SLOSH 06 working,,,A27_c,vilken grad stämmer värdegrunden på din arbetsplats överens med din egen?,55
valueown_2,SLOSH 08 working,,,20_b,I vilken grad stämmer värdegrunden på din arbetsplats överens med din egen?,55
decinfor_1,SLOSH 06 working,,,A28_a,Följande påståenden rör beslutsfattandet i organisationen @ Besluten fattas på basis av korrekt information,56
decinfor_2,SLOSH 08 working,,,35_a,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information,56
decinfor_3,SLOSH 10 working,,,34_a,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,56
decinfor_4,SLOSH 12 working,,,35_a,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,56
decinfor_5,SLOSH 14 working,,,33_a,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,57
decinfor_6,SLOSH 16 working,,,37_a,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,58
decinfor_7,SLOSH 18 working,,,37_a,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,57
decchang_1,SLOSH 06 working,,,A28_b,Följande påståenden rör beslutsfattandet i organisationen @ Misslyckade beslut kan tas tillbaka eller ändras,56
decchang_2,SLOSH 08 working,,,35_b,Följande påståenden rör beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras,56
decchang_3,SLOSH 10 working,,,34_b,Följande påståenden rör beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,56
decchang_4,SLOSH 12 working,,,35_b,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,56
decchang_5,SLOSH 14 working,,,33_b,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,58
decchang_6,SLOSH 16 working,,,37_b,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,58
decchang_7,SLOSH 18 working,,,37_b,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,57
decparts_1,SLOSH 06 working,,,A28_c,Följande påståenden rör beslutsfattandet i organisationen @ Alla parter är representerade vid beslutsfattandet,56
decparts_2,SLOSH 08 working,,,35_c,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet,56
decparts_3,SLOSH 10 working,,,34_c,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,56
decparts_4,SLOSH 12 working,,,35_c,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,56
decparts_5,SLOSH 14 working,,,33_c,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,58
decparts_6,SLOSH 16 working,,,37_c,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,57
decparts_7,SLOSH 18 working,,,37_c,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,57
decconse_1,SLOSH 06 working,,,A28_d,Följande påståenden rör beslutsfattandet i organisationen @ Besluten är konsekventa (samma regler gäller för alla),56
decconse_2,SLOSH 08 working,,,35_d,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla),56
decconse_3,SLOSH 10 working,,,34_d,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,56
decconse_4,SLOSH 12 working,,,35_d,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,56
decconse_5,SLOSH 14 working,,,33_d,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,57
decconse_6,SLOSH 16 working,,,37_d,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,57
decconse_7,SLOSH 18 working,,,37_d,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,57
decright_1,SLOSH 06 working,,,A28_e,Följande påståenden rör beslutsfattandet i organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva,56
decright_2,SLOSH 08 working,,,35_e,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva,56
decright_3,SLOSH 10 working,,,34_e,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,56
decright_4,SLOSH 12 working,,,35_e,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,56
decright_5,SLOSH 14 working,,,33_e,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,58
decright_6,SLOSH 16 working,,,37_e,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,57
decright_7,SLOSH 18 working,,,37_e,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,57
decfolup_1,SLOSH 06 working,,,A28_f,Följande påståenden rör beslutsfattandet i organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem,56
decfolup_2,SLOSH 08 working,,,35_f,Följande påståenden rör beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem,56
decfolup_3,SLOSH 10 working,,,34_f,Följande påståenden rör beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem.,56
decfolup_4,SLOSH 12 working,,,35_f,Om beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem.,56
decfolup_5,SLOSH 14 working,,,33_f,Om beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem.,58
decfolup_6,SLOSH 16 working,,,37_f,Om beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem.,57
decfolup_7,SLOSH 18 working,,,37_f,Om beslutsfattandet i hela organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem.,57
decbased_1,SLOSH 06 working,,,A28_g,Följande påståenden rör beslutsfattandet i organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,56
decbased_2,SLOSH 08 working,,,35_g,Följande påståenden rör beslutsfattandet i organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,56
decbased_3,SLOSH 10 working,,,34_g,Följande påståenden rör beslutsfattandet i organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,56
decbased_4,SLOSH 12 working,,,35_g,Om beslutsfattandet i hela organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,56
decbased_5,SLOSH 14 working,,,33_g,Om beslutsfattandet i hela organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,58
decbased_6,SLOSH 16 working,,,37_g,Om beslutsfattandet i hela organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,58
decbased_7,SLOSH 18 working,,,37_g,Om beslutsfattandet i hela organisationen @ Vid behov kan man få närmare information om vad besluten baserar sig på,57
woopinio_1,SLOSH 06 working,,,A29_a,På min arbetsplats har allas mening betydelse,59
woopinio_2,SLOSH 08 working,,,36_a,Följande påståenden rör arbetsplatsen @ På min arbetsplats har allas mening betydelse,59
woopinio_3,SLOSH 10 working,,,32_a,Följande påståenden rör arbetsplatsen. @ På min arbetsplats har allas mening betydelse.,59
wolisten_1,SLOSH 06 working,,,A29_b,På min arbetsplats lyssnar ledningen på oss,59
wopartic_1,SLOSH 06 working,,,A29_c,På min arbetsplats får vi den information vi behöver för att kunna vara delaktiga,59
wopartic_2,SLOSH 08 working,,,36_b,Följande påståenden rör arbetsplatsen @ På min arbetsplats får vi den information vi behöver för att kunna vara delaktiga,59
wodiscus_1,SLOSH 06 working,,,A29_d,På min arbetsplats deltar alla i diskussioner om framtiden,59
wodiscus_2,SLOSH 08 working,,,36_c,Följande påståenden rör arbetsplatsen @ På min arbetsplats deltar alla i diskussioner om framtiden,59
woinflue_1,SLOSH 06 working,,,A29_e,På min arbetsplats är alla med och påverkar,59
woinflue_2,SLOSH 08 working,,,36_d,Följande påståenden rör arbetsplatsen @ På min arbetsplats är alla med och påverkar,59
wointime_1,SLOSH 06 working,,,A29_f,På min arbetsplats får vi information i god tid före viktiga beslut,59
wointime_2,SLOSH 08 working,,,36_e,Följande påståenden rör arbetsplatsen @ På min arbetsplats får vi information i god tid före viktiga beslut,59
wointime_3,SLOSH 10 working,,,32_b,Följande påståenden rör arbetsplatsen. @ På min arbetsplats får vi information i god tid före viktiga beslut.,59
wodare_1,SLOSH 06 working,,,A29_g,På min arbetsplats vågar vi säga vår mening,59
wodare_2,SLOSH 08 working,,,36_f,Följande påståenden rör arbetsplatsen @ På min arbetsplats vågar vi säga vår mening,59
wodare_3,SLOSH 10 working,,,32_c,Följande påståenden rör arbetsplatsen. @ På min arbetsplats vågar vi säga vår mening.,59
wogovern_1,SLOSH 06 working,,,A29_h,På min arbetsplats får vi vara med och styra förändringarna,59
strphone_1,SLOSH 06 working,,,A30_a,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... alltför många telefonsamtal och epostmeddelanden?",60
strphone_2,SLOSH 08 working,,,37_a,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... alltför många telefonsamtal och epostmeddelanden?",60
strphone_3,SLOSH 10 working,,,43_a,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... alltför många telefonsamtal och epostmeddelanden?",60
strphone_5,SLOSH 14 working,,,50_a,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... alltför många telefonsamtal och epostmeddelanden?",61
strphone_6,SLOSH 16 working,,,56_a,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... alltför många telefonsamtal och epostmeddelanden?",61
