,Variabel,Enkät,Dubbelkodning,Beskrivning,Enkättext,Kodlista,Itemnr
516,teambuil_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Skapar laganda ( = förmåga att förmå gruppmedlemmar att arbeta tillsammans)",ofta3,32_c
517,teambuil_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Skapar laganda ( = förmåga att förmå gruppmedlemmar att arbeta tillsammans)",ofta3,29_e
518,teambuil_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Skapar laganda ( = förmåga att förmå gruppmedlemmar att arbeta tillsammans)",ofta3,30_e
519,dictator_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Diktatorisk ( = tvingar på andra sina värderingar och åsikter)",ofta3,A25_i
520,dictator_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Diktatorisk ( = tvingar på andra sina värderingar och åsikter)",ofta3,29_f
521,dictator_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Diktatorisk ( = tvingar på andra sina värderingar och åsikter)",ofta3,30_f
522,sincere_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Uppriktig ( = menar vad man säger, rak)",ofta3,A25_j
523,sincere_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Uppriktig ( = menar vad man säger, rak)",ofta3,29_g
524,sincere_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Uppriktig ( = menar vad man säger, rak)",ofta3,30_g
525,integrat_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Integrerare ( = integrerar människor eller saker till en sammanhängande, fungerande helhet)",ofta3,A25_k
526,integrat_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Integrerare ( = integrerar människor eller saker till en sammanhängande, fungerande helhet)",ofta3,32_d
527,trustwor_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Uppriktig ( = menar vad man säger, rak)",ofta3,A25_l
528,trustwor_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ ( = förtjänar förtroende, håller vad man lovar)",ofta3,29_h
529,trustwor_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ ( = förtjänar förtroende, håller vad man lovar)",ofta3,30_h
530,morboost_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Moralhöjare ( = ökar de underordnades moral genom uppmuntran, beröm och/eller genom att visa tillförsikt)",ofta3,A25_m
531,morboost_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Moralhöjare ( = ökar de underordnades moral genom uppmuntran, beröm och/eller genom att visa tillförsikt)",ofta3,29_i
532,morboost_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Moralhöjare ( = ökar de underordnades moral genom uppmuntran, beröm och/eller genom att visa tillförsikt)",ofta3,30_i
533,autocrat_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Enväldig (=fattar beslut på ett diktatoriskt sätt)",ofta3,A25_n
534,autocrat_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Enväldig (=fattar beslut på ett diktatoriskt sätt)",ofta3,29_j
535,autocrat_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Enväldig (=fattar beslut på ett diktatoriskt sätt)",ofta3,30_j
536,asocial_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Asocial ( = undviker människor eller grupper, föredrar att vara för sig själv)",ofta3,A25_o
537,asocial_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Asocial ( = undviker människor eller grupper, föredrar att vara för sig själv)",ofta3,32_e
538,asocial_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Asocial ( = undviker människor eller grupper, föredrar att vara för sig själv)",ofta3,29_k
539,asocial_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Asocial ( = undviker människor eller grupper, föredrar att vara för sig själv)",ofta3,30_k
540,loner_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,A25_p
541,loner_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,32_f
542,loner_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,29_l
543,loner_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,30_l
544,enthusia_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",ofta3,A25_q
545,enthusia_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",ofta3,29_m
546,enthusia_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiastisk ( = visar och överför starka positiva känslor i arbetet)",ofta3,30_m
547,informed_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Informerad ( = kunnig, besitter relevant information)",ofta3,A25_r
548,informed_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Informerad ( = kunnig, besitter relevant information)",ofta3,32_g
549,motiarou_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",ofta3,A25_s
550,motiarou_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",ofta3,29_n
551,motiarou_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Entusiasmerande ( = mobiliserar, motiverar och aktiverar medarbetare)",ofta3,30_n
552,communic_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,A25_t
553,communic_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,32_h
554,communic_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,29_o
555,communic_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ensamvarg ( = arbetar för sig själv)",ofta3,30_o
556,deciorga_1,SLOSH 06 working,,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,A26_a
557,deciorga_2,SLOSH 08 working,1.0,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,34_a
558,deciorga_2,SLOSH 08 non-working,0.0,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,34_a
559,deciwork_1,SLOSH 06 working,,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,A26_b
560,deciwork_2,SLOSH 08 working,1.0,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,34_b
561,deciwork_2,SLOSH 08 non-working,0.0,,I vilken grad är du delaktig i beslutsfattande inom din organisation?,grad5,34_b
562,aimorga_1,SLOSH 06 working,,,I vilken grad styrs det du gör i ditt arbete av organisationens mål och delmål?,grad6,A27_a
563,belongin_1,SLOSH 06 working,,,I vilken grad känner du att du har tillhörighet till din arbetsplats?,grad6,A27_b
564,belongin_2,SLOSH 08 working,,,I vilken grad känner du att du har tillhörighet till din arbetsplats?,grad6,20_a
565,valueown_1,SLOSH 06 working,,,vilken grad stämmer värdegrunden på din arbetsplats överens med din egen?,grad6,A27_c
566,valueown_2,SLOSH 08 working,,,I vilken grad stämmer värdegrunden på din arbetsplats överens med din egen?,grad6,20_b
567,decinfor_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Besluten fattas på basis av korrekt information,åsikt1,A28_a
568,decinfor_2,SLOSH 08 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information,åsikt1,35_a
569,decinfor_3,SLOSH 10 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,åsikt1,34_a
570,decinfor_4,SLOSH 12 working,,,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,åsikt1,35_a
571,decinfor_5,SLOSH 14 working,,,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,åsikt2_1,33_a
572,decinfor_6,SLOSH 16 working,,,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,åsikt2,37_a
573,decinfor_7,SLOSH 18 working,,,Om beslutsfattandet i hela organisationen @ Besluten fattas på basis av korrekt information.,åsikt2_1,37_a
574,decchang_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Misslyckade beslut kan tas tillbaka eller ändras,åsikt1,A28_b
575,decchang_2,SLOSH 08 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras,åsikt1,35_b
576,decchang_3,SLOSH 10 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,åsikt1,34_b
577,decchang_4,SLOSH 12 working,,,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,åsikt1,35_b
578,decchang_5,SLOSH 14 working,,,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,åsikt2,33_b
579,decchang_6,SLOSH 16 working,,,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,åsikt2,37_b
580,decchang_7,SLOSH 18 working,,,Om beslutsfattandet i hela organisationen @ Misslyckade beslut kan tas tillbaka eller ändras.,åsikt2_1,37_b
581,decparts_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Alla parter är representerade vid beslutsfattandet,åsikt1,A28_c
582,decparts_2,SLOSH 08 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet,åsikt1,35_c
583,decparts_3,SLOSH 10 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,åsikt1,34_c
584,decparts_4,SLOSH 12 working,,,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,åsikt1,35_c
585,decparts_5,SLOSH 14 working,,,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,åsikt2,33_c
586,decparts_6,SLOSH 16 working,,,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,åsikt2_1,37_c
587,decparts_7,SLOSH 18 working,,,Om beslutsfattandet i hela organisationen @ Alla parter är representerade vid beslutsfattandet.,åsikt2_1,37_c
588,decconse_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Besluten är konsekventa (samma regler gäller för alla),åsikt1,A28_d
589,decconse_2,SLOSH 08 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla),åsikt1,35_d
590,decconse_3,SLOSH 10 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,åsikt1,34_d
591,decconse_4,SLOSH 12 working,,,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,åsikt1,35_d
592,decconse_5,SLOSH 14 working,,,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,åsikt2_1,33_d
593,decconse_6,SLOSH 16 working,,,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,åsikt2_1,37_d
594,decconse_7,SLOSH 18 working,,,Om beslutsfattandet i hela organisationen @ Besluten är konsekventa (samma regler gäller för alla).,åsikt2_1,37_d
595,decright_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva,åsikt1,A28_e
596,decright_2,SLOSH 08 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva,åsikt1,35_e
597,decright_3,SLOSH 10 working,,,Följande påståenden rör beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,åsikt1,34_e
598,decright_4,SLOSH 12 working,,,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,åsikt1,35_e
599,decright_5,SLOSH 14 working,,,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,åsikt2,33_e
600,decright_6,SLOSH 16 working,,,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,åsikt2_1,37_e
601,decright_7,SLOSH 18 working,,,Om beslutsfattandet i hela organisationen @ Alla har rätt att säga sin åsikt i ärenden som berör dem själva.,åsikt2_1,37_e
602,decfolup_1,SLOSH 06 working,,,Följande påståenden rör beslutsfattandet i organisationen @ Man följer upp konsekvenserna av besluten och informerar om dem,åsikt1,A28_f
